From	To
I7FA78	MSMEI_1984
A0QU03	MSMEG_2029
I7FI49	fadB4
A0QU07	MSMEG_2033
I7G730	MSMEI_1988
A0QU08	MSMEG_2034
I7G5J8	aofH
A0QU10	MSMEG_2035
A0QU11	MSMEG_2037
I7FZA3	MSMEI_1991
I7FI54	MSMEI_1992
A0QU12	MSMEG_2038
I7FZA5	MSMEI_1996
A0QU15	MSMEG_2042
I7G739	MSMEI_1998
A0QU17	MSMEG_2044
I7FA90	MSMEI_1999
A0QU18	MSMEG_2045
A0QU19	MSMEG_2046
I7G5K5	MSMEI_2000
I7FZA7	MSMEI_2001
A0QU20	MSMEG_2048
A0QU21	MSMEG_2047
I7G743	echA16
I7FAB1	MSMEI_2019
A0QU37	MSMEG_2064
I7FZB7	MSMEI_2021
A0QU39	MSMEG_2066
A0QU40	MSMEG_2067
I7FI85	MSMEI_2022
I7FAB6	MSMEI_2024
A0QU42	MSMEG_2069
I7G5M9	MSMEI_2025
A0QU43	MSMEG_2070
I7FI89	MSMEI_2027
A0QU45	MSMEG_2072
I7G768	MSMEI_2028
A0QU46	MSMEG_2073
I7FAC0	MSMEI_2029
A0QU47	MSMEG_2074
I7G5N3	MSMEI_2030
A0QU48	hmgA
A0QU51	fbpB
I7FAC5	MSMEI_2034
A0QU52	MSMEG_2079
I7G5N6	fadE23
A0QU53	MSMEG_2080
A0QU54	MSMEG_2081
I7FZC5	fadE24
I7FI99	MSMEI_2037
A0QU56	MSMEG_2083
A0QU58	prfB
I7FZC8	MSMEI_2041
A0QU59	MSMEG_2087
I7G778	MSMEI_2043
A0QU61	ftsE
I7FAD5	ftsX
A0QU62	MSMEG_2090
A0QU63	smpB
I7FZD1	MSMEI_2046
A0QU64	MSMEG_2092
I7G783	cut3
A0QU66	MSMEG_2095
I7G5Q0	MSMEI_2050
A0QU68	MSMEG_2097
I7FZD4	MSMEI_2051
A0QU69	MSMEG_2098
I7FIB2	MSMEI_2052
A0QU70	MSMEG_2099
I7G794	MSMEI_2058
A0QU75	MSMEG_2105
A0QU76	MSMEG_2107
I7FAF1	MSMEI_2059
A0QU77	MSMEG_2106
I7G5R1	MSMEI_2060
A0QU80	MSMEG_2110
I7G796	MSMEI_2063
A0QU81	MSMEG_2111
I7G5R4	MSMEI_2065
A0QU82	MSMEG_2112
I7FZE4	MSMEI_2066
A0QU83	MSMEG_2115
A0QU86	MSMEG_2116
I7G7A1	MSMEI_2068
I7FAG1	MSMEI_2069
A0QU87	MSMEG_2117
A0QU88	nagB
I7FZE8	nagA
A0QU89	nagA
I7G7A5	MSMEI_2073
A0QU91	MSMEG_2121
I7FAG7	MSMEI_2074
A0QU92	MSMEG_2122
I7G5S2	MSMEI_2075
A0QU93	dhaK
I7FID8	MSMEI_2077
A0QU95	MSMEG_2125
I7FAH2	MSMEI_2079
A0QU97	MSMEG_2127
I7G5S6	mbtK
A0QU98	MSMEG_2128
I7FZF6	mbtN
A0QUA0	MSMEG_2130
I7FIE2	mbtM
A0QUA1	MSMEG_2131
I7FAH6	MSMEI_2084
A0QUA3	MSMEG_2133
I7FIE8	pgmA
A0QUA6	pgm
A0QUB1	MSMEG_2142
I7G5T5	MSMEI_2091
A0QUB2	secBL
I7G5U3	MSMEI_2101
A0QUC0	MSMEG_2153
I7FIG3	MSMEI_2103
A0QUC2	MSMEG_2155
I7G7D5	MSMEI_2104
A0QUC3	MSMEG_2156
I7FAJ5	MSMEI_2105
A0QUC4	MSMEG_2157
A0QUC5	MSMEG_2159
I7G5U6	MSMEI_2106
A0QUC8	MSMEG_2162
I7G7E1	MSMEI_2109
I7FAK0	MSMEI_2110
A0QUC9	MSMEG_2163
I7G5V1	MSMEI_2111
A0QUD0	MSMEG_2164
I7FAK8	MSMEI_2120
A0QUD9	MSMEG_2173
I7G5V9	MSMEI_2121
A0QUE0	MSMEG_2174
I7FZI2	MSMEI_2122
A0QUE1	MSMEG_2176
I7FAL8	MSMEI_2135
A0QUF4	atzF
A0QUF8	MSMEG_2192
I7G7G9	MSMEI_2139
I7FAM1	MSMEI_2140
A0QUF9	MSMEG_2194
A0QUG2	MSMEG_2197
I7G7H4	MSMEI_2144
I7FAM6	MSMEI_2145
A0QUG3	MSMEG_2196
I7G5Y2	MSMEI_2146
A0QUG4	MSMEG_2198
A0QUG6	purU
I7FIK2	purU
I7G7I0	MSMEI_2149
A0QUG7	MSMEG_2201
I7FZK3	MSMEI_2152
A0QUH0	MSMEG_2204
I7FIK6	MSMEI_2153
A0QUH1	MSMEG_2205
I7FAN5	MSMEI_2155
A0QUH3	MSMEG_2207
I7G5Z0	MSMEI_2156
A0QUH4	MSMEG_2208
I7FZK7	MSMEI_2157
A0QUH5	MSMEG_2209
I7G603	MSMEI_2171
A0QUI8	MSMEG_2224
I7FZL5	MSMEI_2172
A0QUI9	MSMEG_2225
I7FIM7	echA1
A0QUJ1	MSMEG_2227
I7G616	MSMEI_2186
A0QUK4	MSMEG_2240
I7FZM9	MSMEI_2192
A0QUL0	MSMEG_2246
I7G7M8	MSMEI_2194
A0QUL2	MSMEG_2249
I7FAT3	MSMEI_2195
A0QUL3	MSMEG_2248
I7FZN2	MSMEI_2197
A0QUL6	MSMEG_2252
I7FIQ9	cstA
A0QUM3	MSMEG_2259
A0QUM4	MSMEG_2260
I7G7N9	MSMEI_2204
I7FZN9	MSMEI_2207
A0QUM7	hybC
I7G7P8	MSMEI_2214
A0QUN5	hypB
I7G644	MSMEI_2216
A0QUN7	hypF
I7FZP4	MSMEI_2217
A0QUN8	hypC
I7FIS4	MSMEI_2218
A0QUN9	hypD
I7G7Q3	MSMEI_2219
A0QUP0	hypE
A0QUP1	ligB
I7FZP6	MSMEI_2222
A0QUP3	MSMEG_2279
I7FIT1	MSMEI_2223
A0QUP4	MSMEG_2280
A0QUV0	MSMEG_2343
I7FZS8	MSMEI_2282
A0QUV1	MSMEG_2344
I7FIZ2	MSMEI_2283
I7G6A2	MSMEI_2286
A0QUV2	MSMEG_2346
I7FZT2	MSMEI_2287
A0QUV3	MSMEG_2347
I7G7Z2	MSMEI_2289
A0QUV4	MSMEG_2349
I7FLE9	cyp125
A0R4J2	MSMEG_5853
A0QUV5	MSMEG_2350
I7G6A9	etfB
A0QUV6	etfB
I7FJ02	MSMEI_2293
A0QUV8	MSMEG_2353
A0QUW2	MSMEG_2357
I7FZU0	iscS
A0QUW3	mnmA
I7G800	MSMEI_2299
A0QUW4	MSMEG_2359
I7FB52	MSMEI_2300
A0QUW5	MSMEG_2360
I7G6B9	MSMEI_2301
A0QUW6	MSMEG_2361
A0QUW7	ligA
I7FJ13	MSMEI_2303
A0QUW8	MSMEG_2363
A0QUW9	gatC
I7FB57	gatA
A0QUX0	gatA
A0QUX1	gatB
A0QUX3	MSMEG_2369
I7G807	lppZ
I7FZV4	ilvB
A0QUX6	ilvB
A0QUX7	ilvH
A0QUX8	ilvC
I7FB67	MSMEI_2315
A0QUX9	wrbA
I7G6D4	MSMEI_2316
A0QUY0	MSMEG_2376
I7FZV9	MSMEI_2317
A0QUY1	MSMEG_2377
I7FJ29	serA
A0QUY2	serA
I7G821	leuB
A0QUY3	leuB
A0QUY5	MSMEG_2381
I7G6E2	MSMEI_2321
I7FZW3	MSMEI_2322
A0QUY6	MSMEG_2382
A0QUY7	gltX
I7G827	MSMEI_2326
A0QUY8	MSMEG_2386
I7FB77	leuC
A0QUY9	leuC
I7G6E6	leuD
A0QUZ0	leuD
I7FJ40	mutT1
A0QUZ2	MSMEG_2390
A0QUZ4	cofC
I7G6F2	gpsA
A0QUZ5	gpsA
I7FZX1	MSMEI_2334
A0QUZ6	MSMEG_2394
A0QUZ7	ddl
I7G838	MSMEI_2336
A0QUZ8	MSMEG_2396
I7FB88	MSMEI_2337
A0QUZ9	MSMEG_2397
I7G6F7	thiL
A0QV00	thiL
A0QV01	ung
I7FJ52	rpmB-3
A0QV03	rpmB
I7G844	MSMEI_2341
A0QV04	MSMEG_2402
A0QV07	MSMEG_2405
I7FZY0	MSMEI_2344
A0QV09	MSMEG_2407
A0QV10	MSMEG_2408
I7FZY4	MSMEI_2349
A0QV12	MSMEG_2410
I7G857	pca
A0QV14	pyc
I7FBA1	MSMEI_2352
A0QV15	MSMEG_2413
A0QV16	coaD
A0QV17	MSMEG_2415
I7FZY9	MSMEI_2354
I7FJ70	MSMEI_2355
A0QV18	MSMEG_2416
I7G864	MSMEI_2356
A0QV19	MSMEG_2417
A0QV20	rnc
A0QV21	fpg
A0QV22	MSMEG_2420
I7FZZ3	MSMEI_2359
I7FJ78	MSMEI_2360
A0QV23	MSMEG_2421
A0QV24	acyP
I7FBB2	smc
A0QV25	smc
A0QV26	ftsY
I7G6I1	ftsY
I7FJ85	glnB
A0QV28	MSMEG_2426
I7G879	glnD
A0QV29	glnD
I7G6I6	MSMEI_2368
A0QV31	MSMEG_2429
I7G001	ffh
A0QV32	ffh
I7FJ90	MSMEI_2370
A0QV33	MSMEG_2431
I7FBC5	dacB
A0QV35	MSMEG_2433
A0QV36	MSMEG_2434
I7G6J1	MSMEI_2373
A0QV37	rpsP
A0QV39	rimM
I7FBD0	trmD
A0QV40	trmD
I7G6J6	lppW
A0QV41	MSMEG_2439
A0QV42	rplS
A0QV43	lepB
I7FJA4	lepB
A0QV44	rnhB
I7FBG0	MSMEI_2382
A0QV45	MSMEG_2443
I7G6M0	MSMEI_2383
A0QV46	MSMEG_2444
A0QV47	MSMEG_2445
I7FJD6	MSMEI_2385
A0QV48	MSMEG_2446
I7G8E1	MSMEI_2386
A0QV49	MSMEG_2447
I7FBH2	MSMEI_2387
A0QV51	mmsA
I7G6M8	MSMEI_2388
A0QV52	MSMEG_2450
I7G033	MSMEI_2389
A0QV53	MSMEG_2451
I7FBH6	MSMEI_2392
A0QV55	MSMEG_2453
I7G6N2	MSMEI_2393
A0QV56	MSMEG_2454
I7FJF4	MSMEI_2395
A0QV58	MSMEG_2456
I7FBI1	MSMEI_2397
A0QV60	MSMEG_2458
I7G6N5	MSMEI_2398
A0QV61	MSMEG_2459
I7G044	MSMEI_2404
A0QV67	MSMEG_2465
I7FJG5	fadE7
A0QV68	MSMEG_2466
I7G8H8	MSMEI_2406
A0QV69	MSMEG_2467
I7FBJ5	MSMEI_2407
A0QV70	MSMEG_2468
I7G6P1	MSMEI_2408
A0QV71	MSMEG_2470
A0QV74	MSMEG_2472
I7G8I4	MSMEI_2411
I7FJH6	MSMEI_2415
A0QV76	MSMEG_2475
I7G8J0	MSMEI_2416
A0QV77	MSMEG_2476
I7FJI0	MSMEI_2420
A0QV81	MSMEG_2480
I7G8J6	MSMEI_2421
A0QV82	MSMEG_2481
I7FBL3	MSMEI_2427
A0QV88	MSMEG_2487
I7G6Q4	MSMEI_2428
A0QV89	MSMEG_2488
I7G059	MSMEI_2429
A0QV90	MSMEG_2489
I7G8K5	MSMEI_2431
A0QV92	MSMEG_2492
I7G6Q7	MSMEI_2433
A0QV94	MSMEG_2493
I7G8L0	MSMEI_2436
A0QV97	MSMEG_2496
I7FBM2	MSMEI_2437
A0QV98	MSMEG_2497
I7G066	MSMEI_2439
A0QVA0	MSMEG_2500
I7G8L9	MSMEI_2446
A0QVA7	MSMEG_2506
I7FBN4	MSMEI_2452
A0QVB1	MSMEG_2511
I7G6S3	MSMEI_2453
A0QVB2	MSMEG_2512
A0QVB4	xerC
I7FBN9	bphD
A0QVB5	MSMEG_2517
A0QVB6	MSMEG_2516
I7G6S5	MSMEI_2458
A0QVB8	rpsB
A0QVB9	tsf
I7FBP3	amiC
A0QVC0	MSMEG_2521
I7G6S9	MSMEI_2468
A0QVC7	MSMEG_2528
I7G083	MSMEI_2469
A0QVC8	MSMEG_2529
I7G8P4	MSMEI_2471
A0QVD0	MSMEG_2531
I7FBQ0	MSMEI_2472
A0QVD1	aroQ
I7G086	MSMEI_2474
A0QVD3	MSMEG_2534
A0QVD4	MSMEG_2535
I7FJM5	MSMEI_2475
I7G8P9	MSMEI_2476
A0QVD5	MSMEG_2536
A0QVD7	MSMEG_2538
I7G6T5	MSMEI_2478
I7G089	MSMEI_2479
A0QVD8	MSMEG_2539
A0QVD9	pyrH
A0QVE0	frr
A0QVE2	MSMEG_2542
I7G6T8	MSMEI_2483
A0QVE4	rlmN
A0QVE5	MSMEG_2546
I7G8R0	MSMEI_2486
I7FBR6	aldA
A0QVF1	MSMEG_2552
A0QVF2	MSMEG_2553
I7G6U6	MSMEI_2493
I7G099	MSMEI_2494
A0QVF3	MSMEG_2554
I7FBR9	MSMEI_2497
A0QVF6	MSMEG_2557
A0QVH7	dxr
A0QVH8	rip1
I7G6W8	ispG
A0QVH9	ispG
A0QVI1	MSMEG_2582
I7FJR7	MSMEI_2520
I7FBU1	MSMEI_2522
A0QVI3	MSMEG_2584
I7G6X3	MSMEI_2523
A0QVI4	MSMEG_2585
I7FJS2	map
A0QVI6	map
A0QVI7	cobQ
A0QVI8	MSMEG_2589
I7FBU5	MSMEI_2527
A0QVJ2	MSMEG_2593
I7G8V0	MSMEI_2531
I7FBU9	MSMEI_2532
A0QVJ3	asnB
I7G6Y1	MSMEI_2533
A0QVJ4	MSMEG_2595
I7G0C4	MSMEI_2534
A0QVJ5	MSMEG_2596
I7FJS9	MSMEI_2535
A0QVJ6	MSMEG_2597
I7G8V6	MSMEI_2536
A0QVJ7	MSMEG_2598
I7FBV6	MSMEI_2542
A0QVK3	pcaC
I7G6Y9	MSMEI_2543
A0QVK4	MSMEG_2605
I7G0D4	gorA
A0QVL0	MSMEG_2611
A0QVL1	MSMEG_2612
I7FJU5	MSMEI_2550
A0QVL2	mqo
I7FBW4	MSMEI_2552
A0QVL3	MSMEG_2614
I7G6Z5	MSMEI_2553
A0QVL4	MSMEG_2615
I7FJV0	cobB
A0QVL6	cobB
I7G8X9	cysG
A0QVL7	cobA
I7FBW9	efpA
A0QVL8	MSMEG_2619
I7G6Z9	MSMEI_2558
A0QVL9	MSMEG_2620
A0QVM0	proS
I7FJV5	MSMEI_2560
A0QVM1	MSMEG_2622
I7G8Y7	MSMEI_2561
A0QVM2	MSMEG_2623
A0QVM3	rimP
I7G703	nusA
A0QVM4	nusA
A0QVM5	MSMEG_2626
I7G0E4	MSMEI_2564
A0QVM8	rbfA
I7FBX8	MSMEI_2567
A0QVM9	MSMEG_2630
I7G0E7	MSMEI_2569
A0QVN1	MSMEG_2632
A0QVN3	MSMEG_2634
I7G8Z9	MSMEI_2571
A0QVP0	MSMEG_2641
I7G714	echA16
A0QVP1	MSMEG_2642
I7G0F2	MSMEI_2579
I7FJX2	MSMEI_2580
A0QVP2	MSMEG_2643
I7G909	MSMEI_2581
A0QVP3	MSMEG_2644
I7FBZ0	MSMEI_2582
A0QVP4	MSMEG_2645
I7G0F5	MSMEI_2584
A0QVP6	MSMEG_2647
I7FJX6	MSMEI_2585
A0QVP7	MSMEG_2648
I7G914	truB
A0QVP8	truB
I7G0F8	sirR
A0QVQ1	MSMEG_2652
I7FJY0	ribF
A0QVQ2	ribF
A0QVQ3	rpsO
A0QVQ5	pnp
I7FJY5	MSMEI_2595
A0QVQ7	MSMEG_2658
A0QVQ8	ald
A0QVQ9	MSMEG_2660
I7FC01	MSMEI_2597
I7G731	MSMEI_2598
A0QVR0	MSMEG_2661
A0QVR3	dapB
I7G928	MSMEI_2601
A0QVR4	MSMEG_2665
I7FC07	MSMEI_2602
A0QVR5	MSMEG_2666
I7G736	MSMEI_2603
A0QVR6	MSMEG_2668
I7G0G8	MSMEI_2604
A0QVR7	MSMEG_2667
I7FJZ3	MSMEI_2605
A0QVR8	MSMEG_2669
A0QVR9	thyA
A0QVS0	folA
I7FC10	folA
I7G0H3	MSMEI_2614
A0QVS6	MSMEG_2679
I7G942	MSMEI_2616
A0QVS8	MSMEG_2681
A0QVT0	thyX
I7G0H6	dapA
A0QVT1	dapA
A0QVT2	rnj
I7FC25	MSMEI_2622
A0QVT4	MSMEG_2687
I7FLB3	MSMEI_5655
A0R4F2	MSMEG_5812
I7G754	MSMEI_2623
A0QVT5	MSMEG_2688
I7G0H9	ftsK
A0QVT6	MSMEG_2690
I7FC30	MSMEI_2627
A0QVU0	MSMEG_2693
I7G0I2	MSMEI_2629
A0QVU2	MSMEG_2695
I7FK20	MSMEI_2630
A0QVU3	MSMEG_2696
I7G960	MSMEI_2631
A0QVU4	MSMEG_2697
I7G765	MSMEI_2633
A0QVU6	MSMEG_2699
I7G0I6	MSMEI_2634
A0QVU7	MSMEG_2700
I7G0J7	MSMEI_2659
A0QVX2	MSMEG_2726
I7FK48	MSMEI_2660
A0QVX3	MSMEG_2727
I7G996	MSMEI_2661
A0QVX4	MSMEG_2728
A0QVX5	miaB
A0QVX6	MSMEG_2731
I7G9A4	MSMEI_2666
A0QVX8	MSMEG_2733
A0QVX9	miaA
A0QVY0	dapF
I7G0K1	hflX
A0QVY1	hflX
I7G9A9	bisC
A0QVY3	MSMEG_2738
I7FC84	MSMEI_2672
A0QVY4	MSMEG_2739
A0QVY5	lexA
A0QVY8	nrdR
I7G9B6	MSMEI_2676
A0QVY9	MSMEG_2744
I7G7B0	MSMEI_2678
A0QVZ0	MSMEG_2746
I7G9C2	sthA
A0QVZ1	sthA
I7G7B5	ideR
A0QVZ3	MSMEG_2750
I7G0L0	mysB
A0QVZ5	MSMEG_2752
I7FK69	MSMEI_2685
A0QVZ6	MSMEG_2753
A0QVZ7	MSMEG_2754
I7G9C9	MSMEI_2686
I7G7C1	MSMEI_2688
A0QVZ9	MSMEG_2756
A0QW00	MSMEG_2757
I7FK73	rpoD
A0QW02	sigA
I7G9D5	ppgK
A0QW03	MSMEG_2760
I7FCA6	suhB
A0QW04	MSMEG_2762
I7G7C8	MSMEI_2693
A0QW05	MSMEG_2761
I7G0L5	MSMEI_2694
A0QW06	MSMEG_2763
I7FK78	MSMEI_2695
A0QW07	MSMEG_2764
A0QW08	dut
I7FCB2	MSMEI_2697
A0QW09	MSMEG_2766
I7G7D2	MSMEI_2698
A0QW10	MSMEG_2767
I7G0L7	MSMEI_2699
A0QW11	MSMEG_2768
I7FK83	MSMEI_2700
A0QW12	MSMEG_2770
I7G9E8	trkA
A0QW13	MSMEG_2769
I7FCB9	ceoB
A0QW14	MSMEG_2771
I7G7D9	MSMEI_2703
A0QW15	MSMEG_2772
I7G0M1	MSMEI_2704
A0QW16	MSMEG_2773
A0QW17	MSMEG_2774
I7FK89	MSMEI_2705
A0QW18	nhaA
A0QW19	dxs
I7G7E3	MSMEI_2708
A0QW20	MSMEG_2777
I7G0M5	MSMEI_2709
A0QW21	MSMEG_2778
I7FK94	MSMEI_2710
A0QW22	MSMEG_2779
A0QW23	hemE
I7FCD0	hemY
A0QW24	hemG
A0QW25	MSMEG_2782
I7FK99	MSMEI_2715
A0QW27	msrB
A0QW28	aftC
A0QW29	MSMEG_2786
I7FCD6	MSMEI_2717
I7G7F4	MSMEI_2718
A0QW30	MSMEG_2787
I7G0N1	MSMEI_2719
A0QW31	MSMEG_2788
I7FKA4	MSMEI_2720
A0QW32	MSMEG_2789
A0QW33	MSMEG_2790
I7G9H4	MSMEI_2721
A0QW34	MSMEG_2791
I7FCE2	MSMEI_2722
I7G7G0	MSMEI_2723
A0QW35	MSMEG_2792
I7G0N5	MSMEI_2724
A0QW36	MSMEG_2793
I7FKA9	MSMEI_2725
A0QW37	MSMEG_2794
I7G7G6	MSMEI_2728
A0QW40	MSMEG_2797
I7G0N8	MSMEI_2729
A0QW41	MSMEG_2799
I7FKB4	MSMEI_2730
A0QW42	MSMEG_2798
I7G9I6	MSMEI_2731
A0QW43	MSMEG_2800
A0QW47	MSMEG_2804
I7G7H1	MSMEI_2733
I7G0P6	MSMEI_2739
A0QW54	MSMEG_2811
A0QW60	MSMEG_2820
I7G0Q8	MSMEI_2754
A0QW62	MSMEG_2826
I7G9N2	MSMEI_2775
A0QW81	MSMEG_2849
A0QW82	MSMEG_2850
I7FCJ7	MSMEI_2776
I7FKI3	MSMEI_2794
A0QWA0	MSMEG_2868
I7G7P3	MSMEI_2807
A0QWB3	MSMEG_2881
A0QWB5	MSMEG_2883
I7FKK0	MSMEI_2809
I7FCN7	MSMEI_2821
A0QWC7	MSMEG_2895
A0QWC8	MSMEG_2896
I7G7Q7	MSMEI_2822
I7FKM0	MSMEI_2824
A0QWD0	MSMEG_2898
A0QWD2	MSMEG_2901
I7FCP2	MSMEI_2826
A0QWD3	MSMEG_2900
I7G7R3	MSMEI_2827
A0QWD4	MSMEG_2902
I7G0V2	MSMEI_2828
I7G7S7	MSMEI_2837
A0QWE1	MSMEG_2910
I7G9W0	MSMEI_2840
A0QWE4	MSMEG_2914
I7FCR0	MSMEI_2841
A0QWE5	MSMEG_2913
I7FCR5	MSMEI_2846
A0QWF0	MSMEG_2919
I7G7U2	MSMEI_2847
A0QWF1	MSMEG_2920
I7G9W8	MSMEI_2850
A0QWF4	MSMEG_2923
I7FCS0	MSMEI_2851
A0QWF5	MSMEG_2924
I7G7U8	MSMEI_2852
A0QWF6	MSMEG_2925
I7G0W7	MSMEI_2853
A0QWF7	MSMEG_2926
A0QWF9	MSMEG_2928
A0QWG0	MSMEG_2929
I7G9X3	MSMEI_2855
A0QWG2	thrS
I7G0X1	MSMEI_2858
A0QWG3	MSMEG_2932
I7FKQ2	pgsA1
A0QWG4	MSMEG_2933
A0QWG5	MSMEG_2934
A0QWG6	pimA
I7G7W3	MSMEI_2862
A0QWG7	MSMEG_2936
A0QWG8	pdxS
I7FKQ9	tesB2
A0QWG9	tesB
A0QWH0	pdxT
A0QWH1	MSMEG_2940
I7G7X0	MSMEI_2867
A0QWH2	MSMEG_2941
I7G0X9	MSMEI_2868
A0QWH3	MSMEG_2942
A0QWH4	ruvC
A0QWH5	ruvA
A0QWH6	ruvB
I7G7Z1	fadD9
A0QWI7	MSMEG_2956
A0QWI8	MSMEG_2957
I7G0Z1	MSMEI_2883
I7GA14	gabT
A0QWJ0	gabT
I7FCY6	MSMEI_2886
A0QWJ1	yajC
I7G814	secD
A0QWJ2	secD
A0QWJ3	secF
I7G111	secF
I7FKV9	MSMEI_2889
A0QWJ4	MSMEG_2963
A0QWJ5	apt
I7FCZ4	relA
A0QWJ6	relA
A0QWK4	MSMEG_2973
I7FKX7	ppiB
I7GA66	ppiB
A0QWK5	MSMEG_2974
I7FD09	MSMEI_2901
A0QWK6	MSMEG_2975
I7G840	hisS
A0QWK7	hisS
A0QWL4	MSMEG_2983
I7G129	MSMEI_2908
I7FD17	MSMEI_2911
A0QWL7	MSMEG_2986
I7G131	MSMEI_2913
A0QWL8	MSMEG_2988
I7FKY8	MSMEI_2914
A0QWL9	MSMEG_2989
I7G138	MSMEI_2923
A0QWM8	MSMEG_2998
A0QWM9	MSMEG_2999
I7FKZ5	MSMEI_2924
I7GA87	MSMEI_2925
A0QWN0	MSMEG_3000
A0QWN3	aspS
I7FKZ9	MSMEI_2929
A0QWN4	MSMEG_3004
A0QWP3	MSMEG_3013
I7G147	MSMEI_2938
I7FD42	MSMEI_2941
A0QWP6	MSMEG_3016
A0QWP7	MSMEG_3017
I7G876	MSMEI_2942
I7G150	MSMEI_2943
A0QWP8	MSMEG_3018
I7FL11	MSMEI_2944
A0QWP9	MSMEG_3019
I7GAA3	MSMEI_2945
A0QWQ0	MSMEG_3020
I7FD47	MSMEI_2946
A0QWQ1	MSMEG_3021
I7FL15	MSMEI_2949
A0QWQ3	MSMEG_3024
A0QWQ4	alaS
A0QWQ5	MSMEG_3026
I7G887	mltG
A0QWQ6	mltG
I7G156	aroE
A0QWQ7	aroE
A0QWQ9	aroC
I7FD55	aroK
A0QWR0	aroK
I7FL25	pepQ
A0QWR3	MSMEG_3034
A0QWR4	efp
A0QWR5	nusB
I7GAC0	MSMEI_2965
A0QWR7	MSMEG_3039
A0QWR8	MSMEG_3040
I7FD64	MSMEI_2966
I7G8A2	MSMEI_2967
A0QWR9	MSMEG_3041
I7G165	pyrR
A0QWS0	pyrR
A0QWS1	pyrB
I7GAC5	pyrC
A0QWS2	pyrC
I7FD68	MSMEI_2971
A0QWS3	MSMEG_3045
I7G8A7	carA
A0QWS4	carA
I7G168	carB
A0QWS5	carB
I7GAC9	mihF
A0QWS8	MSMEG_3050
I7FD71	gmk
A0QWS9	gmk
A0QWT1	rpoZ
I7G171	coaBC
A0QWT2	coaBC
A0QWT3	metK
I7G8B6	MSMEI_2982
A0QWT6	MSMEG_3058
I7GAD8	priA
A0QWT9	priA
I7G8C0	MSMEI_2987
A0QWU1	MSMEG_3063
A0QWU2	fmt
I7FL56	MSMEI_2989
A0QWU3	sun
I7GAE2	rpe
A0QWU4	rpe
I7FD80	ribD
A0QWU5	ribD
A0QWU8	lprG
I7FL60	ribE
A0QWU9	ribE
I7GAE8	ribAB
A0QWV0	ribBA
I7FD83	ribH
A0QWV1	ribE
I7FL67	ggtB
A0QWV4	ggt
A0QWV6	uvrC
A0QWV7	MSMEG_3079
I7G8D5	MSMEI_3002
A0QWV8	MSMEG_3080
A0QWV9	whiA
A0QWW1	MSMEG_3083
I7GAF9	MSMEI_3005
A0QWW2	gapA
A0QWW3	pgk
I7G190	tpiA
A0QWW4	tpiA
I7G8E5	deoC
A0QWW6	deoC
I7FL82	MSMEI_3014
A0QWW8	MSMEG_3091
I7GAG7	MSMEI_3015
A0QWW9	MSMEG_3092
I7FD97	MSMEI_3016
A0QWX0	MSMEG_3093
A0QWX3	MSMEG_3095
I7G195	MSMEI_3018
A0QWX4	ppc
A0QWX5	MSMEG_3098
I7GAH0	MSMEI_3020
I7FDA1	pgl
A0QWX6	pgl
I7G8F6	opcA
A0QWX7	opcA
I7G198	zwf
A0QWX8	zwf
A0QWX9	tal
I7FPY0	tal
A0R0K2	tal
I7GAH5	tkt
A0QWY0	tkt
A0QWY2	ctaB
I7FL96	MSMEI_3029
A0QWY5	MSMEG_3108
I7G8G7	MSMEI_3032
A0QWY8	MSMEG_3111
I7G1A4	MSMEI_3033
A0QWY9	MSMEG_3112
I7GAI3	MSMEI_3035
A0QWZ1	MSMEG_3114
I7G8H2	MSMEI_3037
A0QWZ3	MSMEG_3115
I7GAI5	MSMEI_3040
A0QWZ6	MSMEG_3119
A0QWZ7	MSMEG_3120
A0QWZ8	MSMEG_3121
I7G8H6	MSMEI_3042
I7G1B0	MSMEI_3043
A0QWZ9	sufB
I7FLB0	MSMEI_3044
A0QX00	sufD
I7GAI9	MSMEI_3045
A0QX01	sufC
I7FDC2	csd
A0QX02	MSMEG_3125
I7G8I2	MSMEI_3047
A0QX03	MSMEG_3126
I7G1B3	MSMEI_3048
A0QX04	MSMEG_3127
I7G8I8	MSMEI_3052
A0QX09	MSMEG_3132
I7FDD2	MSMEI_3056
A0QX14	MSMEG_3137
I7G8J4	trx-2
A0QX15	trx
A0QX16	MSMEG_3139
I7G1B9	echA12
I7FLC5	MSMEI_3059
A0QX17	MSMEG_3140
I7GAK1	MSMEI_3060
A0QX18	MSMEG_3141
I7FDD6	MSMEI_3061
A0QX19	MSMEG_3142
A0QX20	acnA
I7G1C1	MSMEI_3063
A0QX21	MSMEG_3144
A0QX22	ripA
A0QX24	moxR
I7FDE1	MSMEI_3066
I7G8K6	MSMEI_3067
A0QX25	MSMEG_3148
A0QX26	MSMEG_3149
I7G1C3	MSMEI_3068
A0QX29	hemH
I7G8L1	MSMEI_3072
A0QX30	MSMEG_3153
I7G1C4	MSMEI_3073
A0QX31	MSMEG_3154
I7FLD9	MSMEI_3074
A0QX32	MSMEG_3155
I7G8L7	mutA
A0QX35	mutA
I7G1C7	mutB
A0QX36	MSMEG_3159
I7FLE2	MSMEI_3079
A0QX37	MSMEG_3160
I7GAL8	MSMEI_3080
A0QX38	MSMEG_3161
A0QX45	MSMEG_3168
I7FDG2	MSMEI_3086
I7G8M8	ileS
